5,0,1.000094,1.0000940561294556,829704,6637007.748739987,0,41992,66015,1745,1500,false
5,10.000365,11.000293,0.9999279975891113,651600,5213175.361194392,0,139008,227589,188,1500,false
5,1.000094,2.00013,1.0000360012054443,651600,5212612.339672258,0,59368,93674,1241,1500,false
5,11.000293,12.000185,0.999891996383667,651600,5213363.062063959,0,143352,234855,852,1500,false
5,12.000185,13.000223,1.0000380277633667,651600,5212601.776413121,0,149144,245977,451,1500,false
5,13.000223,14.00026,1.0000369548797607,651600,5212607.368721449,4,89776,231655,8262,1500,false
5,14.00026,15.000143,0.9998829960823059,651600,5213409.989393304,0,118736,169806,3978,1500,false
5,15.000143,16.000581,1.0004379749298096,325800,2605258.961889031,0,104256,160430,3068,1500,false
5,16.000581,17.00058,0.9999989867210388,651600,5212805.282025921,0,118736,196889,1247,1500,false
5,17.00058,18.000129,0.9995489716529846,977400,7822728.272201762,0,89776,183702,691,1500,false
5,18.000129,19.000471,1.0003420114517212,325800,2605508.8861233843,0,133216,196057,1479,1500,false
5,19.000471,20.000536,1.0000649690628052,651600,5212461.351271099,0,89776,172782,14081,1500,false
5,20.000536,21.000296,0.9997599720954895,651600,5214051.517859842,0,89776,160574,1824,1500,false
5,2.00013,3.000253,1.0001230239868164,651600,5212158.779447032,0,72400,116019,530,1500,false
5,21.000296,22.000244,0.9999480247497559,651600,5213070.950667202,0,118736,162108,1820,1500,false
5,22.000244,23.000125,0.9998810291290283,651600,5213420.2451473065,0,133216,173538,1472,1500,false
5,23.000125,24.000125,1,651600,5212800,0,133216,175768,5295,1500,false
5,24.000125,25.000061,0.9999359846115112,651600,5213133.72078038,0,75296,154312,7855,1500,false
5,25.000061,26.000389,1.0003279447555542,325800,2605545.5250097155,0,133216,185411,719,1500,false
5,26.000389,27.000338,0.9999489784240723,651600,5213065.978841656,0,104256,146715,10714,1500,false
5,27.000338,28.000247,0.999908983707428,651600,5213274.492916506,0,104256,159990,2624,1500,false
5,28.000247,29.000368,1.000120997428894,651600,5212169.34091079,0,118736,149903,4869,1500,false
5,29.000368,30.000251,0.9998829960823059,651600,5213409.989393304,0,118736,152911,12226,1500,false
5,30.000251,31.000137,0.9998859763145447,651600,5213394.450448972,0,104256,163190,1750,1500,false
5,3.000253,4.000299,1.0000460147857666,586440,4691304.130645462,0,83984,136671,807,1500,false
5,31.000137,32.000197,1.000059962272644,651600,5212487.447406525,0,89776,198677,2593,1500,false
5,32.000197,33.000656,1.0004589557647705,325800,2605204.326455968,0,118736,184135,369,1500,false
5,33.000656,34.000442,0.9997860193252563,651600,5213915.677194662,0,133216,196487,1893,1500,false
5,34.000442,35.000378,0.9999359846115112,651600,5213133.72078038,0,133216,190706,6394,1500,false
5,35.000378,36.000295,0.9999169707298279,651600,5213232.850918849,0,75296,209486,296,1500,false
5,36.000295,37.00026,0.9999650120735168,651600,5212982.39144467,0,118736,162115,3309,1500,false
5,37.00026,38.000182,0.999921977519989,651600,5213206.7473192355,0,118736,138770,537,1500,false
5,38.000182,39.000613,1.000430941581726,325800,2605277.2776891175,0,133216,134298,11239,1500,false
