5 33 34 0.621414 4.97238 0 130.094 196487 1893 1500 false
5 34 35 0.621414 4.97163 0 130.094 190706 6394 1500 false
5 35 36 0.621414 4.97173 0 73.5312 209486 296 1500 false
5 36 37 0.621414 4.97149 0 115.953 162115 3309 1500 false
5 37 38 0.621414 4.9717 0 115.953 138770 537 1500 false
5 38 39 0.310707 2.48459 0 130.094 134298 11239 1500 false
5 39 40 0.621414 4.9716 0 130.094 193737 934 1500 false
5 40 41 0.621414 4.97198 0 130.094 160460 785 1500 false
5 41 42 0.621414 4.97167 0 101.812 150178 5301 1500 false
5 42 43 0.621414 4.97172 0 87.6719 146081 1570 1500 false
5 43 44 0.621414 4.97137 0 87.6719 132293 8907 1500 false
5 44 45 0.621414 4.97127 0 115.953 159763 11219 1500 false
5 45 46 0.621414 4.97182 0 87.6719 179114 7859 1500 false
5 46 47 0.310707 2.48483 0 115.953 172311 3300 1500 false
5 47 48 0.621414 4.97237 0 130.094 172225 1853 1500 false
5 48 49 0.621414 4.97083 0 73.5312 150793 1780 1500 false
5 49 50 0.621414 4.97136 0 115.953 137076 2359 1500 false
5 50 51 0.621414 4.97229 0 101.812 193234 2322 1500 false
5 51 52 0.310707 2.48467 0 87.6719 161299 908 1500 false
5 52 53 0.621414 4.97138 0 101.812 157589 5580 1500 false
5 53 54 0.621414 4.97229 0 101.812 143717 4446 1500 false
5 54 55 0.621414 4.97214 0 87.6719 148746 3767 1500 false
5 55 56 0.621414 4.97188 0 130.094 129967 5810 1500 false
5 56 57 0.310707 2.48459 0 73.5312 160001 3888 1500 false
5 57 58 0.621414 4.97192 0 115.953 183825 516 1500 false
5 58 59 0.621414 4.97143 0 115.953 147794 499 1500 false
5 59 60 0.621414 4.97129 0 101.812 165688 13045 1500 false
5 60 61 0.621414 4.97216 0 73.5312 173531 1294 1500 false
5 61 62 0.621414 4.97132 0 115.953 212375 7688 1500 false
5 62 63 0.621414 4.97128 0 101.812 143036 8319 1500 false
5 63 64 0.621414 4.97171 0 73.5312 183753 14013 1500 false
5 64 65 0.310707 2.48455 0 73.5312 173687 2232 1500 false
5 65 66 0.621414 4.97362 0 130.094 195796 1123 1500 false
5 66 67 0.621414 4.97109 0 87.6719 160024 11410 1500 false
5 67 68 0.621414 4.97162 0 115.953 186491 1791 1500 false
5 68 69 0.310707 2.48543 0 101.812 199565 9742 1500 false
5 69 70 0.621414 4.97002 0 101.812 164378 10371 1500 false
5 70 71 0.621414 4.9714 0 73.5312 146303 12666 1500 false
5 71 72 0.621414 4.97138 0 115.953 178782 3998 1500 false
5 72 73 0.621414 4.97179 0 101.812 194874 3852 1500 false
5 73 74 0.621414 4.97155 0 130.094 178458 10679 1500 false
5 74 75 0.621414 4.97156 0 101.812 172997 365 1500 false
5 75 76 0.621414 4.97153 0 73.5312 160902 10152 1500 false
5 76 77 0.621414 4.97157 0 101.812 160422 858 1500 false
5 77 78 0.621414 4.97121 0 101.812 158063 2750 1500 false
5 78 79 0.310707 2.48451 0 130.094 178332 8380 1500 false
5 79 80 0.621414 4.97242 0 73.5312 178063 7683 1500 false
5 80 81 0.621414 4.97163 0 130.094 168041 3821 1500 false
5 81 82 0.621414 4.97174 0 130.094 148735 13583 1500 false
5 82 83 0.621414 4.971 0 101.812 172715 12774 1500 false
5 83 84 0.621414 4.97167 0 73.5312 196495 529 1500 false
5 84 85 0.310707 2.48507 0 87.6719 171756 1794 1500 false
5 85 86 0.621414 4.97127 0 130.094 166792 9397 1500 false
5 86 87 0.621414 4.97157 0 101.812 139214 2881 1500 false
5 87 88 0.621414 4.97169 0 115.953 160090 1917 1500 false
5 88 89 0.621414 4.97099 0 87.6719 137745 4907 1500 false
5 89 90 0.621414 4.9721 0 101.812 188860 4241 1500 false
5 90 91 0.621414 4.97109 0 115.953 205526 5557 1500 false
5 91 92 0.621414 4.97151 0 101.812 147872 1737 1500 false
5 92 93 0.310707 2.48483 0 130.094 196562 2361 1500 false
5 93 94 0.621414 4.97195 0 87.6719 201677 13574 1500 false
5 94 95 0.621414 4.97154 0 73.5312 171337 2584 1500 false
5 95 96 0.621414 4.97182 0 87.6719 189212 9561 1500 false
5 96 97 0.621414 4.97151 0 101.812 195802 603 1500 false
5 97 98 0.621414 4.97126 0 101.812 172996 476 1500 false
5 98 99 0.621414 4.97151 0 115.953 148283 3543 1500 false
5 99 100 0.621414 4.97111 0 115.953 160994 383 1500 false
