5 0 1 0.791267 6.32954 0 41.0078 66015 1745 1500 false
5 1 2 0.621414 4.97113 0 57.9766 93674 1241 1500 false
5 2 3 0.621414 4.9707 0 70.7031 116019 530 1500 false
5 3 4 0.559273 4.47398 0 82.0156 136671 807 1500 false
5 4 5 0.745697 5.96659 0 90.5 151015 554 1500 false
5 5 6 0.621414 4.97115 0 98.9844 165481 549 1500 false
5 6 7 0.497131 3.97648 0 107.469 180161 499 1500 false
5 7 8 0.497131 3.97636 0 114.539 193818 122 1500 false
5 8 9 0.745697 5.96723 0 121.609 203459 39 1500 false
5 9 10 0.559273 4.47345 0 128.68 217714 367 1500 false
5 10 11 0.621414 4.97167 0 135.75 227589 188 1500 false
5 11 12 0.621414 4.97185 0 139.992 234855 852 1500 false
5 12 13 0.621414 4.97112 0 145.648 245977 451 1500 false
5 13 14 0.621414 4.97113 4 87.6719 231655 8262 1500 false
5 14 15 0.621414 4.9719 0 115.953 169806 3978 1500 false
5 15 16 0.310707 2.48457 0 101.812 160430 3068 1500 false
5 16 17 0.621414 4.97132 0 115.953 196889 1247 1500 false
5 17 18 0.932121 7.46034 0 87.6719 183702 691 1500 false
5 18 19 0.310707 2.48481 0 130.094 196057 1479 1500 false
5 19 20 0.621414 4.97099 0 87.6719 172782 14081 1500 false
5 20 21 0.621414 4.97251 0 87.6719 160574 1824 1500 false
5 21 22 0.621414 4.97157 0 115.953 162108 1820 1500 false
5 22 23 0.621414 4.9719 0 130.094 173538 1472 1500 false
5 23 24 0.621414 4.97131 0 130.094 175768 5295 1500 false
5 24 25 0.621414 4.97163 0 73.5312 154312 7855 1500 false
5 25 26 0.310707 2.48484 0 130.094 185411 719 1500 false
5 26 27 0.621414 4.97157 0 101.812 146715 10714 1500 false
5 27 28 0.621414 4.97177 0 101.812 159990 2624 1500 false
5 28 29 0.621414 4.97071 0 115.953 149903 4869 1500 false
5 29 30 0.621414 4.9719 0 115.953 152911 12226 1500 false
5 30 31 0.621414 4.97188 0 101.812 163190 1750 1500 false
5 31 32 0.621414 4.97102 0 87.6719 198677 2593 1500 false
5 32 33 0.310707 2.48452 0 115.953 184135 369 1500 false
