------------------------------------------------------------
Client connecting to 10.0.0.5, TCP port 5002 with pid 165202
Write buffer size:  128 KByte
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  3] local 10.0.0.4 port 41404 connected with 10.0.0.5 port 5002 (ct=125.66 ms)
[ ID] Interval            Transfer    Bandwidth       Write/Err  Rtry     Cwnd/RTT        NetPwr
[  3] 0.0000-1.0000 sec  7.25 MBytes  60.8 Mbits/sec  58/0          0      545K/110175 us  69.00
[  3] 1.0000-2.0000 sec  6.75 MBytes  56.6 Mbits/sec  54/0          0      410K/75487 us  93.76
[  3] 2.0000-3.0000 sec  5.50 MBytes  46.1 Mbits/sec  44/0          0      477K/81556 us  70.71
[  3] 3.0000-4.0000 sec  6.88 MBytes  57.7 Mbits/sec  55/0          0      682K/87842 us  82.07
[  3] 4.0000-5.0000 sec  5.38 MBytes  45.1 Mbits/sec  43/0          0      545K/82300 us  68.48
[  3] 5.0000-6.0000 sec  6.88 MBytes  57.7 Mbits/sec  55/0          0      615K/84127 us  85.69
[  3] 6.0000-7.0000 sec  5.50 MBytes  46.1 Mbits/sec  44/0          0      682K/92414 us  62.41
[  3] 7.0000-8.0000 sec  6.88 MBytes  57.7 Mbits/sec  55/0          0      682K/88659 us  81.31
[  3] 8.0000-9.0000 sec  6.75 MBytes  56.6 Mbits/sec  54/0          0      410K/73350 us  96.49
[  3] 9.0000-10.0000 sec  6.88 MBytes  57.7 Mbits/sec  55/0          0      615K/71419 us  100.94
[  3] 10.0000-11.0000 sec  5.50 MBytes  46.1 Mbits/sec  44/0          0      545K/81415 us  70.84
[  3] 11.0000-12.0000 sec  5.38 MBytes  45.1 Mbits/sec  43/0          0      410K/94491 us  59.65
[  3] 12.0000-13.0000 sec  6.88 MBytes  57.7 Mbits/sec  55/0          0      410K/83621 us  86.21
[  3] 13.0000-14.0000 sec  5.50 MBytes  46.1 Mbits/sec  44/0          0      615K/90129 us  63.99
[  3] 14.0000-15.0000 sec  6.88 MBytes  57.7 Mbits/sec  55/0          0      615K/84051 us  85.77
[  3] 15.0000-16.0000 sec  6.75 MBytes  56.6 Mbits/sec  54/0          0      410K/89321 us  79.24
[  3] 16.0000-17.0000 sec  5.50 MBytes  46.1 Mbits/sec  44/0          0      340K/77077 us  74.82
[  3] 17.0000-18.0000 sec  6.88 MBytes  57.7 Mbits/sec  55/0          0      410K/81800 us  88.13
[  3] 18.0000-19.0000 sec  5.38 MBytes  45.1 Mbits/sec  43/0          0      682K/87503 us  64.41
[  3] 19.0000-20.0000 sec  6.88 MBytes  57.7 Mbits/sec  55/0          0      682K/94287 us  76.46
[  3] 20.0000-21.0000 sec  6.88 MBytes  57.7 Mbits/sec  55/0          0      477K/78273 us  92.10
[  3] 21.0000-22.0000 sec  5.50 MBytes  46.1 Mbits/sec  44/0          0      340K/70817 us  81.44
[  3] 22.0000-23.0000 sec  6.75 MBytes  56.6 Mbits/sec  54/0          0      682K/87267 us  81.11
[  3] 23.0000-24.0000 sec  6.88 MBytes  57.7 Mbits/sec  55/0          0      615K/85708 us  84.11
[  3] 24.0000-25.0000 sec  5.50 MBytes  46.1 Mbits/sec  44/0          0      477K/86937 us  66.34
[  3] 25.0000-26.0000 sec  6.75 MBytes  56.6 Mbits/sec  54/0          0      682K/77753 us  91.03
[  3] 26.0000-27.0000 sec  6.88 MBytes  57.7 Mbits/sec  55/0          0      545K/80384 us  89.68
[  3] 27.0000-28.0000 sec  6.88 MBytes  57.7 Mbits/sec  55/0          0      615K/81591 us  88.35
[  3] 28.0000-29.0000 sec  6.75 MBytes  56.6 Mbits/sec  54/0          0      682K/85000 us  83.27
[  3] 29.0000-30.0000 sec  6.88 MBytes  57.7 Mbits/sec  55/0          0      545K/88434 us  81.52
[  3] 0.0000-30.1344 sec   192 MBytes  53.4 Mbits/sec  1534/0          0       -1K/84439 us  79.02
