------------------------------------------------------------
Client connecting to 10.0.0.6, TCP port 5000 with pid 166010
Write buffer size:  128 KByte
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  3] local 10.0.0.1 port 37550 connected with 10.0.0.6 port 5000 (ct=127.72 ms)
[ ID] Interval            Transfer    Bandwidth       Write/Err  Rtry     Cwnd/RTT        NetPwr
[  3] 0.0000-1.0000 sec  6.00 MBytes  50.3 Mbits/sec  48/0          0       28K/105751 us  59.49
[  3] 1.0000-2.0000 sec  5.50 MBytes  46.1 Mbits/sec  44/0          0      557K/114322 us  50.45
[  3] 2.0000-3.0000 sec  5.12 MBytes  43.0 Mbits/sec  41/0         80      330K/62465 us  86.03
[  3] 3.0000-4.0000 sec  5.25 MBytes  44.0 Mbits/sec  42/0          0      359K/69402 us  79.32
[  3] 4.0000-5.0000 sec  5.00 MBytes  41.9 Mbits/sec  40/0          0      376K/73996 us  70.85
[  3] 5.0000-6.0000 sec  3.88 MBytes  32.5 Mbits/sec  31/0          0      381K/76180 us  53.34
[  3] 6.0000-7.0000 sec  5.25 MBytes  44.0 Mbits/sec  42/0          0      383K/76216 us  72.23
[  3] 7.0000-8.0000 sec  5.25 MBytes  44.0 Mbits/sec  42/0          0      383K/76186 us  72.26
[  3] 8.0000-9.0000 sec  5.25 MBytes  44.0 Mbits/sec  42/0          0      384K/76251 us  72.20
[  3] 9.0000-10.0000 sec  3.75 MBytes  31.5 Mbits/sec  30/0          0      391K/77809 us  50.54
[  3] 10.0000-11.0000 sec  5.12 MBytes  43.0 Mbits/sec  41/0          0      404K/80421 us  66.82
[  3] 11.0000-12.0000 sec  5.00 MBytes  41.9 Mbits/sec  40/0          0      429K/86055 us  60.92
[  3] 12.0000-13.0000 sec  5.12 MBytes  43.0 Mbits/sec  41/0          0      470K/95292 us  56.39
[  3] 13.0000-14.0000 sec  3.75 MBytes  31.5 Mbits/sec  30/0          0      535K/110657 us  35.53
[  3] 14.0000-15.0000 sec  5.25 MBytes  44.0 Mbits/sec  42/0          0      603K/125657 us  43.81
[  3] 15.0000-16.0000 sec  5.00 MBytes  41.9 Mbits/sec  40/0          6      485K/95772 us  54.74
[  3] 16.0000-17.0000 sec  3.88 MBytes  32.5 Mbits/sec  31/0          0      545K/112193 us  36.22
[  3] 17.0000-18.0000 sec  5.25 MBytes  44.0 Mbits/sec  42/0          0      582K/122527 us  44.93
[  3] 18.0000-19.0000 sec  3.75 MBytes  31.5 Mbits/sec  30/0          0      613K/131023 us  30.01
[  3] 19.0000-20.0000 sec  5.38 MBytes  45.1 Mbits/sec  43/0          0      626K/119939 us  46.99
[  3] 20.0000-21.0000 sec  3.75 MBytes  31.5 Mbits/sec  30/0         18      335K/74289 us  52.93
[  3] 21.0000-22.0000 sec  5.25 MBytes  44.0 Mbits/sec  42/0          0      353K/77455 us  71.07
[  3] 22.0000-23.0000 sec  3.75 MBytes  31.5 Mbits/sec  30/0          0      367K/80383 us  48.92
[  3] 23.0000-24.0000 sec  5.00 MBytes  41.9 Mbits/sec  40/0          0      371K/81648 us  64.21
[  3] 24.0000-25.0000 sec  3.75 MBytes  31.5 Mbits/sec  30/0          0      371K/81296 us  48.37
[  3] 25.0000-26.0000 sec  5.00 MBytes  41.9 Mbits/sec  40/0          0      371K/81607 us  64.25
[  3] 26.0000-27.0000 sec  3.88 MBytes  32.5 Mbits/sec  31/0          0      376K/81925 us  49.60
[  3] 27.0000-28.0000 sec  5.12 MBytes  43.0 Mbits/sec  41/0          0      384K/83447 us  64.40
[  3] 28.0000-29.0000 sec  3.75 MBytes  31.5 Mbits/sec  30/0          0      405K/87665 us  44.85
[  3] 29.0000-30.0000 sec  5.12 MBytes  43.0 Mbits/sec  41/0          0      434K/93015 us  57.78
[  3] 0.0000-30.1944 sec   142 MBytes  39.5 Mbits/sec  1137/0        104       -1K/90361 us  54.62
